TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y,MONTH_NAME,TIME_OF_DAY
Other Theft,2025,1,23,20,37,21XX LAHB AVE,Arbutus Ridge,488823.3631,5455083.7057,January,Evening/Night
Other Theft,2025,4,12,18,13,21XX LAHB AVE,Arbutus Ridge,488823.3631,5455083.7057,April,Evening/Night
Other Theft,2025,7,5,19,52,21XX LAHB AVE,Arbutus Ridge,488823.3631,5455083.7057,July,Evening/Night
Other Theft,2025,7,17,16,3,21XX LAHB AVE,Arbutus Ridge,488823.3631,5455083.7057,July,Afternoon
Other Theft,2025,11,7,19,8,21XX LAHB AVE,Arbutus Ridge,488823.3631,5455083.7057,November,Evening/Night
Other Theft,2025,11,15,19,21,21XX LAHB AVE,Arbutus Ridge,488823.3631,5455083.7057,November,Evening/Night
Other Theft,2025,2,26,15,33,21XX LAHB AVE,Arbutus Ridge,488843.4823,5455092.3059,February,Afternoon
Other Theft,2025,2,26,20,45,21XX LAHB AVE,Arbutus Ridge,488843.4823,5455092.3059,February,Evening/Night
Other Theft,2025,7,2,12,45,21XX LAHB AVE,Arbutus Ridge,488843.4823,5455092.3059,July,Afternoon
Other Theft,2025,7,22,19,35,21XX LAHB AVE,Arbutus Ridge,488843.4823,5455092.3059,July,Evening/Night
Other Theft,2025,8,27,15,23,21XX LAHB AVE,Arbutus Ridge,488843.4823,5455092.3059,August,Afternoon
Other Theft,2025,4,27,20,0,21XX MAIN ST,Mount Pleasant,492673.8747,5456996.3838,April,Evening/Night
Other Theft,2025,6,13,11,0,21XX MAIN ST,Mount Pleasant,492675.0048,5457034.9486,June,Morning
Other Theft,2025,4,30,18,30,21XX MAIN ST,Mount Pleasant,492675.8512,5457063.8721,April,Evening/Night
Other Theft,2025,4,16,13,0,21XX MCLEAN DR,Grandview-Woodland,494511.4287,5457011.4174,April,Afternoon
Other Theft,2025,3,18,13,0,21XX NANAIMO ST,Hastings-Sunrise,495887.8573,5456994.8653,March,Afternoon
Other Theft,2025,5,19,22,0,21XX NANTON AVE,Arbutus Ridge,488832.6619,5455004.0218,May,Evening/Night
Other Theft,2025,8,22,10,0,21XX PRINCE EDWARD ST,Mount Pleasant,493044.5965,5457042.8429,August,Morning
Other Theft,2025,3,27,0,0,21XX QUEBEC ST,Mount Pleasant,492524.0076,5457081.257,March,Evening/Night
Other Theft,2025,6,2,16,0,21XX TRIUMPH ST,Grandview-Woodland,495541.6211,5459024.7699,June,Afternoon
Other Theft,2025,11,4,14,5,21XX VICTORIA DR,Grandview-Woodland,495204.9432,5456959.055,November,Afternoon
Other Theft,2025,8,21,4,0,21XX W 12TH AVE,Kitsilano,488728.7943,5456489.9013,August,Morning
Other Theft,2025,10,20,10,0,1XX W 1ST AVE,Mount Pleasant,492101.1491,5457497.6208,October,Morning
Other Theft,2025,10,10,14,55,1XX W 1ST AVE,Mount Pleasant,492135.864,5457496.2026,October,Afternoon
Other Theft,2025,4,23,16,27,1XX W 1ST AVE,Mount Pleasant,492171.0804,5457516.7545,April,Afternoon
Other Theft,2025,11,6,15,11,1XX W 1ST AVE,Mount Pleasant,492182.6667,5457516.3878,November,Afternoon
Other Theft,2025,9,25,20,15,1XX W 2ND AVE,Mount Pleasant,492229.248,5457401.1329,September,Evening/Night
Other Theft,2025,12,9,11,35,1XX W 2ND AVE,Mount Pleasant,492236.8933,5457391.8159,December,Morning
Other Theft,2025,10,7,11,50,1XX W 39TH AVE,Riley Park,492069.7701,5453660.2859,October,Morning
Other Theft,2025,12,9,13,30,1XX W 39TH AVE,Riley Park,492069.7701,5453660.2859,December,Afternoon
Other Theft,2025,3,9,17,42,1XX W 40TH AVE,Riley Park,492021.0347,5453564.2267,March,Afternoon
Other Theft,2025,3,25,18,46,1XX W 40TH AVE,Riley Park,492021.0347,5453564.2267,March,Evening/Night
Other Theft,2025,9,19,12,5,1XX W 41ST AVE,Oakridge,492070.2686,5453389.7615,September,Afternoon
Other Theft,2025,1,21,6,45,1XX W 49TH AVE,Oakridge,492098.9575,5452560.1737,January,Morning
Other Theft,2025,4,10,17,12,1XX W 49TH AVE,Oakridge,492098.9575,5452560.1737,April,Afternoon
Other Theft,2025,4,11,19,15,1XX W 49TH AVE,Oakridge,492098.9575,5452560.1737,April,Evening/Night
Other Theft,2025,4,14,18,30,1XX W 49TH AVE,Oakridge,492098.9575,5452560.1737,April,Evening/Night
Other Theft,2025,5,7,17,14,1XX W 49TH AVE,Oakridge,492098.9575,5452560.1737,May,Afternoon
Other Theft,2025,5,9,16,20,1XX W 49TH AVE,Oakridge,492098.9575,5452560.1737,May,Afternoon
Other Theft,2025,5,15,16,0,1XX W 49TH AVE,Oakridge,492098.9575,5452560.1737,May,Afternoon
Other Theft,2025,5,22,10,27,1XX W 49TH AVE,Oakridge,492098.9575,5452560.1737,May,Morning
Other Theft,2025,6,5,16,10,1XX W 49TH AVE,Oakridge,492098.9575,5452560.1737,June,Afternoon
Other Theft,2025,7,30,17,46,1XX W 49TH AVE,Oakridge,492098.9575,5452560.1737,July,Afternoon
Other Theft,2025,8,13,9,30,1XX W 49TH AVE,Oakridge,492098.9575,5452560.1737,August,Morning
Other Theft,2025,10,30,16,30,1XX W 49TH AVE,Oakridge,492098.9575,5452560.1737,October,Afternoon
Other Theft,2025,10,30,16,40,1XX W 49TH AVE,Oakridge,492098.9575,5452560.1737,October,Afternoon
Other Theft,2025,11,16,13,30,1XX W 49TH AVE,Oakridge,492098.9575,5452560.1737,November,Afternoon
Other Theft,2025,11,17,14,30,1XX W 49TH AVE,Oakridge,492098.9575,5452560.1737,November,Afternoon
Other Theft,2025,12,9,8,0,1XX W 49TH AVE,Oakridge,492098.9575,5452560.1737,December,Morning
Other Theft,2025,12,15,17,30,1XX W 49TH AVE,Oakridge,492098.9575,5452560.1737,December,Afternoon
Other Theft,2025,1,16,15,50,1XX W 49TH AVE,Oakridge,492102.3675,5452559.9667,January,Afternoon
Other Theft,2025,1,21,6,30,1XX W 49TH AVE,Oakridge,492102.3675,5452559.9667,January,Morning
Other Theft,2025,1,29,10,0,1XX W 49TH AVE,Oakridge,492102.3675,5452559.9667,January,Morning
Other Theft,2025,1,30,16,46,1XX W 49TH AVE,Oakridge,492102.3675,5452559.9667,January,Afternoon
Other Theft,2025,2,11,8,50,1XX W 49TH AVE,Oakridge,492102.3675,5452559.9667,February,Morning
Other Theft,2025,2,14,15,30,1XX W 49TH AVE,Oakridge,492102.3675,5452559.9667,February,Afternoon
Other Theft,2025,2,26,18,30,1XX W 49TH AVE,Oakridge,492102.3675,5452559.9667,February,Evening/Night
Other Theft,2025,3,3,14,18,1XX W 49TH AVE,Oakridge,492102.3675,5452559.9667,March,Afternoon
Other Theft,2025,3,13,14,20,1XX W 49TH AVE,Oakridge,492102.3675,5452559.9667,March,Afternoon
Other Theft,2025,3,17,13,30,1XX W 49TH AVE,Oakridge,492102.3675,5452559.9667,March,Afternoon
Other Theft,2025,3,25,16,30,1XX W 49TH AVE,Oakridge,492102.3675,5452559.9667,March,Afternoon
Other Theft,2025,3,28,15,30,1XX W 49TH AVE,Oakridge,492102.3675,5452559.9667,March,Afternoon
Other Theft,2025,4,3,11,25,1XX W 49TH AVE,Oakridge,492102.3675,5452559.9667,April,Morning
Other Theft,2025,5,13,14,55,1XX W 49TH AVE,Oakridge,492102.3675,5452559.9667,May,Afternoon
Other Theft,2025,7,2,17,54,1XX W 49TH AVE,Oakridge,492102.3675,5452559.9667,July,Afternoon
Other Theft,2025,9,3,16,0,1XX W 49TH AVE,Oakridge,492102.3675,5452559.9667,September,Afternoon
Other Theft,2025,10,10,9,30,1XX W 49TH AVE,Oakridge,492102.3675,5452559.9667,October,Morning
Other Theft,2025,12,3,22,25,1XX W 49TH AVE,Oakridge,492102.3675,5452559.9667,December,Evening/Night
Other Theft,2025,12,4,16,45,1XX W 49TH AVE,Oakridge,492102.3675,5452559.9667,December,Afternoon
Other Theft,2025,4,30,21,30,1XX W 5TH AVE,Mount Pleasant,492097.1408,5457090.1894,April,Evening/Night
Other Theft,2025,11,18,12,30,1XX W 61ST AVE,Marpole,492048.0346,5451380.2221,November,Afternoon
Other Theft,2025,10,9,14,20,1XX W 6TH AVE,Mount Pleasant,492208.4722,5456983.9371,October,Afternoon
Other Theft,2025,1,28,16,56,1XX W BROADWAY AVE,Mount Pleasant,492055.1079,5456715.7147,January,Afternoon
Other Theft,2025,8,20,22,30,1XX W BROADWAY AVE,Mount Pleasant,492121.7454,5456712.8908,August,Evening/Night
Other Theft,2025,10,28,18,5,1XX W BROADWAY AVE,Mount Pleasant,492173.571,5456710.6929,October,Evening/Night
Other Theft,2025,11,10,16,0,1XX W BROADWAY AVE,Mount Pleasant,492173.571,5456710.6929,November,Afternoon
Other Theft,2025,5,9,14,28,1XX W BROADWAY AVE,Mount Pleasant,492180.5885,5456701.2433,May,Afternoon
Other Theft,2025,3,7,13,0,1XX W BROADWAY AVE,Mount Pleasant,492192.6392,5456700.7322,March,Afternoon
Other Theft,2025,2,7,6,58,1XX W BROADWAY AVE,Mount Pleasant,492200.1153,5456709.5675,February,Morning
Other Theft,2025,1,5,13,16,1XX W BROADWAY AVE,Mount Pleasant,492213.9058,5456699.8307,January,Afternoon
Other Theft,2025,10,14,19,0,1XX W BROADWAY AVE,Mount Pleasant,492217.4503,5456699.6804,October,Evening/Night
Other Theft,2025,8,24,15,50,1XX W CORDOVA ST,Downtown,492193.0999,5458919.6849,August,Afternoon
Other Theft,2025,7,24,14,52,1XX W CORDOVA ST,Downtown,492199.7187,5458917.93,July,Afternoon
Other Theft,2025,10,19,12,40,1XX W CORDOVA ST,Downtown,492199.7187,5458917.93,October,Afternoon
Other Theft,2025,12,16,18,0,1XX W CORDOVA ST,Downtown,492199.7187,5458917.93,December,Evening/Night
Other Theft,2025,2,10,12,0,1XX W CORDOVA ST,Downtown,492206.3375,5458916.175,February,Afternoon
Other Theft,2025,1,6,16,12,1XX W CORDOVA ST,Downtown,492216.2658,5458913.5426,January,Afternoon
Other Theft,2025,3,16,11,28,1XX W CORDOVA ST,Downtown,492216.2658,5458913.5426,March,Morning
Other Theft,2025,11,14,16,19,1XX W CORDOVA ST,Downtown,492216.2658,5458913.5426,November,Afternoon
Other Theft,2025,5,8,20,20,1XX W CORDOVA ST,Downtown,492218.6093,5458922.3813,May,Evening/Night
Other Theft,2025,7,11,15,40,1XX W CORDOVA ST,Downtown,492218.6093,5458922.3813,July,Afternoon
Other Theft,2025,7,25,21,30,1XX W CORDOVA ST,Downtown,492218.6093,5458922.3813,July,Evening/Night
Other Theft,2025,10,23,20,56,1XX W CORDOVA ST,Downtown,492218.6093,5458922.3813,October,Evening/Night
Other Theft,2025,3,24,0,27,1XX W GEORGIA ST,Downtown,491773.9448,5458495.4985,March,Evening/Night
Other Theft,2025,3,20,13,30,1XX W GEORGIA ST,Downtown,491833.2863,5458441.1084,March,Afternoon
Other Theft,2025,11,21,21,25,1XX W GEORGIA ST,Downtown,491892.3455,5458408.2861,November,Evening/Night
Other Theft,2025,5,12,11,30,1XX W HASTINGS ST,Downtown,492083.2099,5458842.412,May,Morning
Other Theft,2025,11,22,21,0,1XX W HASTINGS ST,Downtown,492120.8396,5458831.0975,November,Evening/Night
Other Theft,2025,3,23,18,26,1XX W HASTINGS ST,Downtown,492146.6238,5458832.8931,March,Evening/Night
Other Theft,2025,5,1,22,15,1XX W HASTINGS ST,Downtown,492146.6238,5458832.8931,May,Evening/Night
Other Theft,2025,7,2,13,0,1XX W HASTINGS ST,Downtown,492146.6238,5458832.8931,July,Afternoon
Other Theft,2025,8,13,2,47,1XX W HASTINGS ST,Downtown,492146.6238,5458832.8931,August,Evening/Night
Other Theft,2025,6,17,18,26,1XX W HASTINGS ST,Downtown,492150.6055,5458822.1475,June,Evening/Night
Other Theft,2025,8,18,15,49,1XX W HASTINGS ST,Downtown,492150.6055,5458822.1475,August,Afternoon
Other Theft,2025,11,9,15,50,1XX W HASTINGS ST,Downtown,492150.6055,5458822.1475,November,Afternoon
Other Theft,2025,3,16,17,20,22XX W 4TH AVE,Kitsilano,488705.1334,5457282.0537,March,Afternoon
Other Theft,2025,4,4,15,15,22XX W 4TH AVE,Kitsilano,488705.2734,5457282.05,April,Afternoon
Other Theft,2025,2,8,19,34,22XX W 4TH AVE,Kitsilano,488708.3463,5457272.8287,February,Evening/Night
Other Theft,2025,2,21,15,14,22XX W 4TH AVE,Kitsilano,488708.5682,5457281.97,February,Afternoon
Other Theft,2025,3,31,18,24,22XX W 4TH AVE,Kitsilano,488708.5682,5457281.97,March,Evening/Night
Other Theft,2025,4,1,15,4,22XX W 4TH AVE,Kitsilano,488708.5682,5457281.97,April,Afternoon
Other Theft,2025,5,1,16,56,22XX W 4TH AVE,Kitsilano,488708.5682,5457281.97,May,Afternoon
Other Theft,2025,7,1,15,37,22XX W 4TH AVE,Kitsilano,488708.5682,5457281.97,July,Afternoon
Other Theft,2025,7,22,14,11,22XX W 4TH AVE,Kitsilano,488708.5682,5457281.97,July,Afternoon
Other Theft,2025,7,26,14,5,22XX W 4TH AVE,Kitsilano,488708.5682,5457281.97,July,Afternoon
Other Theft,2025,8,11,13,43,22XX W 4TH AVE,Kitsilano,488708.5682,5457281.97,August,Afternoon
Other Theft,2025,8,16,16,9,22XX W 4TH AVE,Kitsilano,488708.5682,5457281.97,August,Afternoon
Other Theft,2025,12,6,15,0,22XX W 4TH AVE,Kitsilano,488708.5682,5457281.97,December,Afternoon
Other Theft,2025,6,6,10,31,22XX W 7TH AVE,Kitsilano,488700.9203,5456991.1375,June,Morning
Other Theft,2025,12,8,14,15,22XX W BROADWAY AVE,Kitsilano,488555.3549,5456799.69,December,Afternoon
Other Theft,2025,1,7,10,0,22XX W BROADWAY AVE,Kitsilano,488557.9288,5456799.6185,January,Morning
Other Theft,2025,10,11,18,25,22XX W BROADWAY AVE,Kitsilano,488557.9288,5456799.6185,October,Evening/Night
Other Theft,2025,1,7,18,5,22XX W BROADWAY AVE,Kitsilano,488645.5773,5456797.1959,January,Evening/Night
Other Theft,2025,2,26,19,53,22XX W BROADWAY AVE,Kitsilano,488645.5773,5456797.1959,February,Evening/Night
Other Theft,2025,3,8,15,8,22XX W BROADWAY AVE,Kitsilano,488645.5773,5456797.1959,March,Afternoon
Other Theft,2025,3,15,16,30,22XX W BROADWAY AVE,Kitsilano,488645.5773,5456797.1959,March,Afternoon
Other Theft,2025,4,2,17,40,22XX W BROADWAY AVE,Kitsilano,488645.5773,5456797.1959,April,Afternoon
Other Theft,2025,4,8,10,0,22XX W BROADWAY AVE,Kitsilano,488645.5773,5456797.1959,April,Morning
Other Theft,2025,7,9,19,10,22XX W BROADWAY AVE,Kitsilano,488645.5773,5456797.1959,July,Evening/Night
Other Theft,2025,7,15,18,24,22XX W BROADWAY AVE,Kitsilano,488645.5773,5456797.1959,July,Evening/Night
Other Theft,2025,7,18,19,40,22XX W BROADWAY AVE,Kitsilano,488645.5773,5456797.1959,July,Evening/Night
Other Theft,2025,8,13,8,35,22XX W BROADWAY AVE,Kitsilano,488645.5773,5456797.1959,August,Morning
Other Theft,2025,9,4,21,23,22XX W BROADWAY AVE,Kitsilano,488645.5773,5456797.1959,September,Evening/Night
Other Theft,2025,9,5,20,28,22XX W BROADWAY AVE,Kitsilano,488645.5773,5456797.1959,September,Evening/Night
Other Theft,2025,9,11,14,29,22XX W BROADWAY AVE,Kitsilano,488645.5773,5456797.1959,September,Afternoon
Other Theft,2025,9,13,17,29,22XX W BROADWAY AVE,Kitsilano,488645.5773,5456797.1959,September,Afternoon
Other Theft,2025,10,2,12,30,22XX W BROADWAY AVE,Kitsilano,488645.5773,5456797.1959,October,Afternoon
Other Theft,2025,10,5,14,30,22XX W BROADWAY AVE,Kitsilano,488645.5773,5456797.1959,October,Afternoon
Other Theft,2025,10,5,15,48,22XX W BROADWAY AVE,Kitsilano,488645.5773,5456797.1959,October,Afternoon
Other Theft,2025,10,15,14,30,22XX W BROADWAY AVE,Kitsilano,488645.5773,5456797.1959,October,Afternoon
Other Theft,2025,10,16,18,2,22XX W BROADWAY AVE,Kitsilano,488645.5773,5456797.1959,October,Evening/Night
Other Theft,2025,10,18,16,40,22XX W BROADWAY AVE,Kitsilano,488645.5773,5456797.1959,October,Afternoon
Other Theft,2025,10,20,17,22,22XX W BROADWAY AVE,Kitsilano,488645.5773,5456797.1959,October,Afternoon
Other Theft,2025,11,1,15,21,22XX W BROADWAY AVE,Kitsilano,488645.5773,5456797.1959,November,Afternoon
Other Theft,2025,11,5,9,28,22XX W BROADWAY AVE,Kitsilano,488645.5773,5456797.1959,November,Morning
Other Theft,2025,11,15,17,6,22XX W BROADWAY AVE,Kitsilano,488645.5773,5456797.1959,November,Afternoon
Other Theft,2025,11,22,18,34,22XX W BROADWAY AVE,Kitsilano,488645.5773,5456797.1959,November,Evening/Night
Other Theft,2025,12,11,15,45,22XX W BROADWAY AVE,Kitsilano,488645.5773,5456797.1959,December,Afternoon
Other Theft,2025,12,19,18,37,22XX W BROADWAY AVE,Kitsilano,488645.5773,5456797.1959,December,Evening/Night
Other Theft,2025,12,31,17,25,22XX W BROADWAY AVE,Kitsilano,488645.5773,5456797.1959,December,Afternoon
Other Theft,2025,2,15,17,50,22XX W BROADWAY AVE,Kitsilano,488646.899,5456797.1597,February,Afternoon
Other Theft,2025,3,20,14,45,22XX W BROADWAY AVE,Kitsilano,488686.3889,5456805.2178,March,Afternoon
Other Theft,2025,8,23,7,20,22XX YORK AVE,Kitsilano,488595.8383,5457669.0936,August,Morning
Other Theft,2025,5,6,21,0,22XX YORK AVE,Kitsilano,488715.1316,5457666.0485,May,Evening/Night
Other Theft,2025,1,6,15,45,23XX CAMBIE ST,Fairview,491637.1823,5456824.7247,January,Afternoon
Other Theft,2025,6,15,13,34,23XX CAMBIE ST,Fairview,491637.1823,5456824.7247,June,Afternoon
Other Theft,2025,7,14,17,15,23XX CAMBIE ST,Fairview,491637.1823,5456824.7247,July,Afternoon
Other Theft,2025,7,30,18,41,23XX CAMBIE ST,Fairview,491637.1823,5456824.7247,July,Evening/Night
Other Theft,2025,8,8,16,29,23XX CAMBIE ST,Fairview,491637.1823,5456824.7247,August,Afternoon
Other Theft,2025,7,2,15,58,1XX WATER ST,Downtown,492208.6701,5459039.6682,July,Afternoon
Other Theft,2025,7,2,16,13,1XX WATER ST,Downtown,492208.6701,5459039.6682,July,Afternoon
Other Theft,2025,1,26,16,7,1XX WATER ST,Downtown,492215.3223,5459037.8917,January,Afternoon
Other Theft,2025,1,27,13,25,1XX WATER ST,Downtown,492215.3223,5459037.8917,January,Afternoon
Other Theft,2025,1,28,17,50,1XX WATER ST,Downtown,492215.3223,5459037.8917,January,Afternoon
Other Theft,2025,2,27,10,58,1XX WATER ST,Downtown,492215.3223,5459037.8917,February,Morning
Other Theft,2025,10,11,0,0,1XX WATER ST,Downtown,492219.6153,5459027.2808,October,Evening/Night
Other Theft,2025,5,12,13,20,1XX WATER ST,Downtown,492225.3006,5459035.227,May,Afternoon
Other Theft,2025,12,14,16,40,1XX WATER ST,Downtown,492225.3006,5459035.227,December,Afternoon
Other Theft,2025,1,13,14,0,1XX WATER ST,Downtown,492233.5213,5459023.567,January,Afternoon
Other Theft,2025,2,5,9,36,1XX WATER ST,Downtown,492233.5213,5459023.567,February,Morning
Other Theft,2025,10,3,11,53,1XX WATER ST,Downtown,492233.5213,5459023.567,October,Morning
Other Theft,2025,10,21,7,3,1XX WATER ST,Downtown,492233.5213,5459023.567,October,Morning
Other Theft,2025,1,13,11,3,1XX WATER ST,Downtown,492239.8904,5459021.8661,January,Morning
Other Theft,2025,6,8,21,0,1XX WATER ST,Downtown,492239.8904,5459021.8661,June,Evening/Night
Other Theft,2025,4,14,12,43,1XX WATER ST,Downtown,492241.4827,5459021.4409,April,Afternoon
Other Theft,2025,5,5,0,0,1XX WATER ST,Downtown,492241.4827,5459021.4409,May,Evening/Night
Other Theft,2025,7,8,23,18,1XX WATER ST,Downtown,492241.4827,5459021.4409,July,Evening/Night
Other Theft,2025,7,17,0,0,1XX WATER ST,Downtown,492241.4827,5459021.4409,July,Evening/Night
Other Theft,2025,10,23,11,30,1XX WATER ST,Downtown,492241.4827,5459021.4409,October,Morning
Other Theft,2025,11,16,20,58,1XX WATER ST,Downtown,492241.4827,5459021.4409,November,Evening/Night
Other Theft,2025,12,7,12,0,1XX WATER ST,Downtown,492241.4827,5459021.4409,December,Afternoon
Other Theft,2025,12,25,7,10,1XX WATER ST,Downtown,492241.4827,5459021.4409,December,Morning
Other Theft,2025,1,25,14,45,1XX WATER ST,Downtown,492242.898,5459021.0631,January,Afternoon
Other Theft,2025,2,23,17,45,1XX WATER ST,Downtown,492242.898,5459021.0631,February,Afternoon
Other Theft,2025,2,2,13,50,1XX WATER ST,Downtown,492243.075,5459021.0156,February,Afternoon
Other Theft,2025,1,3,13,51,20XX ALMA ST,West Point Grey,486484.4111,5457255.4503,January,Afternoon
Other Theft,2025,2,4,18,43,20XX ALMA ST,West Point Grey,486484.4111,5457255.4503,February,Evening/Night
Other Theft,2025,4,23,19,18,20XX ALMA ST,West Point Grey,486484.4111,5457255.4503,April,Evening/Night
Other Theft,2025,6,9,18,30,20XX ALMA ST,West Point Grey,486484.4111,5457255.4503,June,Evening/Night
Other Theft,2025,7,12,20,18,20XX ALMA ST,West Point Grey,486484.4111,5457255.4503,July,Evening/Night
Other Theft,2025,1,10,12,3,20XX ALMA ST,West Point Grey,486484.4547,5457256.7299,January,Afternoon
Other Theft,2025,2,21,12,14,20XX ALMA ST,West Point Grey,486484.4547,5457256.7299,February,Afternoon
Other Theft,2025,4,10,0,0,20XX ALMA ST,West Point Grey,486484.4547,5457256.7299,April,Evening/Night
Other Theft,2025,5,29,12,33,20XX ALMA ST,West Point Grey,486484.4547,5457256.7299,May,Afternoon
Other Theft,2025,6,12,9,57,20XX ALMA ST,West Point Grey,486484.4547,5457256.7299,June,Morning
Other Theft,2025,6,21,17,50,20XX ALMA ST,West Point Grey,486484.4547,5457256.7299,June,Afternoon
Other Theft,2025,6,21,21,56,20XX ALMA ST,West Point Grey,486484.4547,5457256.7299,June,Evening/Night
Other Theft,2025,7,29,20,8,20XX ALMA ST,West Point Grey,486484.4547,5457256.7299,July,Evening/Night
Other Theft,2025,8,2,9,44,20XX ALMA ST,West Point Grey,486484.4547,5457256.7299,August,Morning
Other Theft,2025,8,18,17,29,20XX ALMA ST,West Point Grey,486484.4547,5457256.7299,August,Afternoon
Other Theft,2025,8,24,14,45,20XX ALMA ST,West Point Grey,486484.4547,5457256.7299,August,Afternoon
Other Theft,2025,9,14,11,30,20XX ALMA ST,West Point Grey,486484.4547,5457256.7299,September,Morning
Other Theft,2025,9,15,11,9,20XX ALMA ST,West Point Grey,486484.4547,5457256.7299,September,Morning
Other Theft,2025,10,28,16,6,20XX ALMA ST,West Point Grey,486484.4547,5457256.7299,October,Afternoon
Other Theft,2025,11,19,18,42,20XX ALMA ST,West Point Grey,486484.4547,5457256.7299,November,Evening/Night
Other Theft,2025,3,20,19,55,20XX BARCLAY ST,West End,489739.5401,5459965.1672,March,Evening/Night
Other Theft,2025,6,20,7,0,20XX BEACH AVE,West End,489357.4157,5459781.7886,June,Morning
Other Theft,2025,7,23,8,57,20XX BEACH AVE,West End,489365.9995,5459777.6929,July,Morning
Other Theft,2025,3,7,21,0,20XX COMMERCIAL DR,Grandview-Woodland,494923.3195,5457033.8341,March,Evening/Night
Other Theft,2025,4,10,18,30,20XX COMMERCIAL DR,Grandview-Woodland,494932.5951,5457044.5822,April,Evening/Night
Other Theft,2025,5,1,1,1,20XX COMMERCIAL DR,Grandview-Woodland,494932.5951,5457044.5822,May,Evening/Night
Other Theft,2025,7,25,13,0,20XX COMMERCIAL DR,Grandview-Woodland,494932.5951,5457044.5822,July,Afternoon
Other Theft,2025,8,20,10,8,20XX COMMERCIAL DR,Grandview-Woodland,494932.5951,5457044.5822,August,Morning
Other Theft,2025,9,16,17,0,20XX COMMERCIAL DR,Grandview-Woodland,494932.9761,5457075.7548,September,Afternoon
Other Theft,2025,11,14,18,9,20XX COMMERCIAL DR,Grandview-Woodland,494933.6013,5457111.9273,November,Evening/Night
Other Theft,2025,7,8,20,16,20XX COMOX ST,West End,489578.4545,5459811.4864,July,Evening/Night
Other Theft,2025,1,2,2,0,20XX DUNDAS ST,Grandview-Woodland,495408.5185,5459123.4807,January,Evening/Night
Other Theft,2025,6,4,12,0,20XX E 12TH AVE,Kensington-Cedar Cottage,495435.9711,5456313.0201,June,Afternoon
Other Theft,2025,2,14,5,13,20XX E 23RD AVE,Kensington-Cedar Cottage,495342.3386,5455184.8763,February,Morning
Other Theft,2025,7,30,3,8,20XX E 26TH AVE,Kensington-Cedar Cottage,495414.627,5454980.4129,July,Evening/Night
Other Theft,2025,2,18,18,5,20XX E 32ND AVE,Kensington-Cedar Cottage,495251.015,5454302.6721,February,Evening/Night
Other Theft,2025,10,19,4,10,20XX E 32ND AVE,Kensington-Cedar Cottage,495266.3526,5454302.2969,October,Morning
Other Theft,2025,6,17,4,20,20XX E 35TH AVE,Kensington-Cedar Cottage,495356.1238,5453922.2608,June,Morning
Other Theft,2025,10,17,5,27,20XX E 36TH AVE,Kensington-Cedar Cottage,495345.8824,5453860.8653,October,Morning
Other Theft,2025,11,9,3,59,20XX E 3RD AVE,Grandview-Woodland,495406.9611,5457226.1161,November,Evening/Night
Other Theft,2025,5,20,15,3,20XX E 40TH AVE,Kensington-Cedar Cottage,495283.4969,5453466.5463,May,Afternoon
Other Theft,2025,9,10,15,30,20XX E 40TH AVE,Kensington-Cedar Cottage,495314.003,5453457.2215,September,Afternoon
Other Theft,2025,11,25,20,29,20XX E 45TH AVE,Victoria-Fraserview,495303.5914,5452961.1237,November,Evening/Night
Other Theft,2025,11,23,14,2,20XX E 47TH AVE,Victoria-Fraserview,495295.9045,5452771.6575,November,Afternoon
Other Theft,2025,6,13,18,7,22XX COMMERCIAL DR,Grandview-Woodland,494920.5117,5456848.9071,June,Evening/Night
Other Theft,2025,12,8,11,15,22XX COMMERCIAL DR,Grandview-Woodland,494920.9171,5456878.7671,December,Morning
Other Theft,2025,11,25,10,23,22XX COMMERCIAL DR,Grandview-Woodland,494920.9434,5456880.7082,November,Morning
Other Theft,2025,6,10,3,30,22XX COMMERCIAL DR,Grandview-Woodland,494930.0082,5456874.8022,June,Evening/Night
Other Theft,2025,3,29,19,30,22XX COMMERCIAL DR,Grandview-Woodland,494930.5633,5456915.6897,March,Evening/Night
Other Theft,2025,7,6,17,30,22XX COMMERCIAL DR,Grandview-Woodland,494930.5633,5456915.6897,July,Afternoon
Other Theft,2025,9,11,8,0,22XX COMMERCIAL DR,Grandview-Woodland,494930.5633,5456915.6897,September,Morning
Other Theft,2025,3,25,9,0,22XX CORNWALL AVE,Kitsilano,488574.8589,5457769.4237,March,Morning
Other Theft,2025,7,12,14,19,22XX CORNWALL AVE,Kitsilano,488704.4649,5457766.0352,July,Afternoon
Other Theft,2025,11,5,16,30,22XX DUNDAS ST,Grandview-Woodland,495664.7508,5459114.1125,November,Afternoon
Other Theft,2025,2,25,0,24,22XX E 10TH AVE,Kensington-Cedar Cottage,495756.6934,5456499.1177,February,Evening/Night
Other Theft,2025,7,6,19,5,22XX E 11TH AVE,Kensington-Cedar Cottage,495758.1752,5456397.6044,July,Evening/Night
Other Theft,2025,9,7,19,53,22XX E 24TH AVE,Kensington-Cedar Cottage,495656.1196,5455127.5585,September,Evening/Night
Other Theft,2025,1,14,16,45,22XX E 25TH AVE,Kensington-Cedar Cottage,495728.7666,5455034.6571,January,Afternoon
